Ticker,Name,Sector,Industry,FIGI
AN UN Equity,AutoNation Inc,Consumer Discretionary,Specialty Retail,BBG000BBXP55
CNOB UW Equity,ConnectOne Bancorp Inc,Financials,Banks,BBG000BD2PK8
SBUX UW Equity,Starbucks Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000CTRNT1
KEY UN Equity,KeyCorp,Financials,Banks,BBG000BMQS71
STT UN Equity,State Street Corp,Financials,Capital Markets,BBG000BKFCH1
SVRA UW Equity,Savara Inc,Health Care,Biotechnology,BBG000MS1TK6
USB UN Equity,US Bancorp,Financials,Banks,BBG000FFFQT4
NLOK UW Equity,NortonLifeLock Inc,Information Technology,Software,BBG000BH2VV4
TROW UW Equity,T Rowe Price Group Inc,Financials,Capital Markets,BBG000BVMYQ1
EVER UQ Equity,EverQuote Inc,Communication Services,Interactive Media & Services,BBG00L2P7TZ6
WM UN Equity,Waste Management Inc,Industrials,Commercial Services & Supplies,BBG000BWVV12
AGN UN Equity,Allergan PLC,Health Care,Pharmaceuticals,BBG000FH9TR3
STZ UN Equity,Constellation Brands Inc,Consumer Staples,Beverages,BBG000J1QPD8
XLNX UW Equity,Xilinx Inc,Information Technology,Semiconductors & Semiconductor,BBG000C0FFN0
XRAY UW Equity,DENTSPLY SIRONA Inc,Health Care,Health Care Equipment & Suppli,BBG000BX5KG7
RESI UN Equity,Front Yard Residential Corp,Real Estate,Equity Real Estate Investment,BBG003PYJSL6
ZION UW Equity,Zions Bancorp NA,Financials,Banks,BBG000BXB5Q2
DNR UN Equity,Denbury Resources Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000FBKB38
PBF UN Equity,PBF Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG002832GZ4
IVZ UN Equity,Invesco Ltd,Financials,Capital Markets,BBG000BY30F2
INTU UW Equity,Intuit Inc,Information Technology,Software,BBG000BH5QS6
MS UN Equity,Morgan Stanley,Financials,Capital Markets,BBG000BLZT71
MCHP UW Equity,Microchip Technology Inc,Information Technology,Semiconductors & Semiconductor,BBG000BHD1P5
CB UN Equity,Chubb Ltd,Financials,Insurance,BBG000BR16M8
CHK UN Equity,Chesapeake Energy Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000BL4728
JBL UN Equity,Jabil Inc,Information Technology,"Electronic Equipment, Instrume",BBG000BJNJ80
ORLY UW Equity,O'Reilly Automotive Inc,Consumer Discretionary,Specialty Retail,BBG000BGZ8C2
CDXC UR Equity,ChromaDex Corp,Health Care,Life Sciences Tools & Services,BBG000BG1S08
ALL UN Equity,Allstate Corp/The,Financials,Insurance,BBG000BVMJ93
FLIR UW Equity,FLIR Systems Inc,Information Technology,"Electronic Equipment, Instrume",BBG000BHKKM8
MCRB UW Equity,Seres Therapeutics Inc,Health Care,Biotechnology,BBG0099X68R5
EQR UN Equity,Equity Residential,Real Estate,Equity Real Estate Investment,BBG000BG8P98
ATEN UN Equity,A10 Networks Inc,Information Technology,Software,BBG0060K2384
DELL UN Equity,Dell Technologies Inc,Information Technology,"Technology Hardware, Storage &",BBG00MS83205
BWA UN Equity,BorgWarner Inc,Consumer Discretionary,Auto Components,BBG000BJ4D93
VIAV UW Equity,Viavi Solutions Inc,Information Technology,Communications Equipment,BBG000BP7SQ4
URBN UW Equity,Urban Outfitters Inc,Consumer Discretionary,Specialty Retail,BBG000BL7KL5
SPG UN Equity,Simon Property Group Inc,Real Estate,Equity Real Estate Investment,BBG000BJ2FK7
EMN UN Equity,Eastman Chemical Co,Materials,Chemicals,BBG000BLW6G4
AVB UN Equity,AvalonBay Communities Inc,Real Estate,Equity Real Estate Investment,BBG000BLPDS4
PRU UN Equity,Prudential Financial Inc,Financials,Insurance,BBG000HCJQY9
UPS UN Equity,United Parcel Service Inc,Industrials,Air Freight & Logistics,BBG000L9CXY3
HUD UN Equity,Hudson Ltd,Consumer Discretionary,Specialty Retail,BBG00J7KC7S7
AIV UN Equity,Apartment Investment & Management Co,Real Estate,Equity Real Estate Investment,BBG000DD3805
CLNC UN Equity,Colony Credit Real Estate Inc,Financials,Mortgage Real Estate Investmen,BBG00JVRRQJ7
MCK UN Equity,McKesson Corp,Health Care,Health Care Providers & Servic,BBG000DYGRD9
LMT UN Equity,Lockheed Martin Corp,Industrials,Aerospace & Defense,BBG000C1BXJ8
ABC UN Equity,AmerisourceBergen Corp,Health Care,Health Care Providers & Servic,BBG000MDCSN6
COF UN Equity,Capital One Financial Corp,Financials,Consumer Finance,BBG000BGKVR1
WAT UN Equity,Waters Corp,Health Care,Life Sciences Tools & Services,BBG000FQRY65
DLTR UW Equity,Dollar Tree Inc,Consumer Discretionary,Multiline Retail,BBG000BSCDT2
XPO UN Equity,XPO Logistics Inc,Industrials,Air Freight & Logistics,BBG000L5CM84
DRI UN Equity,Darden Restaurants Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000BBP059
DO UN Equity,Diamond Offshore Drilling Inc,Energy,Energy Equipment & Services,BBG000FJS1R9
NTAP UW Equity,NetApp Inc,Information Technology,"Technology Hardware, Storage &",BBG000FP3343
CTXS UW Equity,Citrix Systems Inc,Information Technology,Software,BBG000FQ9611
DVA UN Equity,DaVita Inc,Health Care,Health Care Providers & Servic,BBG000MQ1VX1
FII UN Equity,Federated Investors Inc,Financials,Capital Markets,BBG000BP0BK4
HIG UN Equity,Hartford Financial Services Group Inc/Th,Financials,Insurance,BBG000G0ZB62
IRM UN Equity,Iron Mountain Inc,Real Estate,Equity Real Estate Investment,BBG000KCZRG5
EL UN Equity,Estee Lauder Cos Inc/The,Consumer Staples,Personal Products,BBG000FKJVN4
ATI UN Equity,Allegheny Technologies Inc,Materials,Metals & Mining,BBG000LC2KK0
SRCL UW Equity,Stericycle Inc,Industrials,Commercial Services & Supplies,BBG000H3GF85
ETFC UW Equity,E*TRADE Financial Corp,Financials,Capital Markets,BBG000N75MS4
ANF UN Equity,Abercrombie & Fitch Co,Consumer Discretionary,Specialty Retail,BBG000H9G9Y7
NOV UN Equity,National Oilwell Varco Inc,Energy,Energy Equipment & Services,BBG000BJXC48
DGX UN Equity,Quest Diagnostics Inc,Health Care,Health Care Providers & Servic,BBG000BN85Z8
ROK UN Equity,Rockwell Automation Inc,Industrials,Electrical Equipment,BBG000BBCHL8
AMT UN Equity,American Tower Corp,Real Estate,Equity Real Estate Investment,BBG000B9Y214
THOR UW Equity,Synthorx Inc,Health Care,Biotechnology,BBG00MP2B4V4
AMZN UW Equity,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Re,BBG000BVQ4Z3
AC UN Equity,Associated Capital Group Inc,Financials,Capital Markets,BBG008NZ8QH5
RL UN Equity,Ralph Lauren Corp,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG000BS1192
BXP UN Equity,Boston Properties Inc,Real Estate,Equity Real Estate Investment,BBG000BS5F97
APH UN Equity,Amphenol Corp,Information Technology,"Electronic Equipment, Instrume",BBG000B9YL12
PXD UN Equity,Pioneer Natural Resources Co,Energy,"Oil, Gas & Consumable Fuels",BBG000BXRQN2
VLO UN Equity,Valero Energy Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000BBGKP3
WU UN Equity,Western Union Co/The,Information Technology,IT Services,BBG000BB55B3
CHRW UW Equity,CH Robinson Worldwide Inc,Industrials,Air Freight & Logistics,BBG000BTCSJ8
CARE UW Equity,Carter Bank & Trust,Financials,Banks,BBG000DK5KS0
ACN UN Equity,Accenture PLC,Information Technology,IT Services,BBG000D9DC22
YUM UN Equity,Yum! Brands Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000BH3J68
PLD UN Equity,Prologis Inc,Real Estate,Equity Real Estate Investment,BBG000B9Z339
FE UN Equity,FirstEnergy Corp,Utilities,Electric Utilities,BBG000BB6PD6
VRSN UW Equity,VeriSign Inc,Information Technology,IT Services,BBG000BGKTY8
PWR UN Equity,Quanta Services Inc,Industrials,Construction & Engineering,BBG000BBLBH6
AEE UN Equity,Ameren Corp,Utilities,Multi-Utilities,BBG000B9XB97
NVDA UW Equity,NVIDIA Corp,Information Technology,Semiconductors & Semiconductor,BBG000BBK0R0
WBT UN Equity,Welbilt Inc,Industrials,Machinery,BBG009Y3KZV2
SEE UN Equity,Sealed Air Corp,Materials,Containers & Packaging,BBG000C22T32
CTSH UW Equity,Cognizant Technology Solutions Corp,Information Technology,IT Services,BBG000BBF443
ISRG UW Equity,Intuitive Surgical Inc,Health Care,Health Care Equipment & Suppli,BBG000BJPPW7
CNX UN Equity,CNX Resources Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000CKVVL5
RSG UN Equity,Republic Services Inc,Industrials,Commercial Services & Supplies,BBG000BPXYW5
EBAY UW Equity,eBay Inc,Consumer Discretionary,Internet & Direct Marketing Re,BBG000C441Y3
KNSA UW Equity,Kiniksa Pharmaceuticals Ltd,Health Care,Biotechnology,BBG00KT2KGF5
GS UN Equity,Goldman Sachs Group Inc/The,Financials,Capital Markets,BBG000C6CH10
SRE UN Equity,Sempra Energy,Utilities,Multi-Utilities,BBG000C2ZGQ9
MCO UN Equity,Moody's Corp,Financials,Capital Markets,BBG000F86JD3
BKNG UW Equity,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Re,BBG000BLC4L5
SRRK UW Equity,Scholar Rock Holding Corp,Health Care,Biotechnology,BBG00KT2RS53
FFIV UW Equity,F5 Networks Inc,Information Technology,Communications Equipment,BBG000CY05S9
AKAM UW Equity,Akamai Technologies Inc,Information Technology,IT Services,BBG000BJR6K0
QEP UN Equity,QEP Resources Inc,Energy,"Oil, Gas & Consumable Fuels",BBG000BLCN97
NUAN UW Equity,Nuance Communications Inc,Information Technology,Software,BBG000BD3W04
SLM UW Equity,SLM Corp,Financials,Consumer Finance,BBG000BBD2K1
SBSI UW Equity,Southside Bancshares Inc,Financials,Banks,BBG000BGVQ27
DVN UN Equity,Devon Energy Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000BBVMM5
GOOGL UW Equity,Alphabet Inc,Communication Services,Interactive Media & Services,BBG009S4MT03
APPF UQ Equity,Appfolio Inc,Information Technology,Software,BBG008QQ9701
MKTX UW Equity,MarketAxess Holdings Inc,Financials,Capital Markets,BBG000BJC7J6
ALRM UW Equity,Alarm.com Holdings Inc,Information Technology,Software,BBG0099LP113
NFLX UW Equity,Netflix Inc,Communication Services,Entertainment,BBG000CLD9D1
A UN Equity,Agilent Technologies Inc,Health Care,Life Sciences Tools & Services,BBG000C2V541
ANTM UN Equity,Anthem Inc,Health Care,Health Care Providers & Servic,BBG000BCGBK6
CME UW Equity,CME Group Inc,Financials,Capital Markets,BBG000BHMC53
JNPR UN Equity,Juniper Networks Inc,Information Technology,Communications Equipment,BBG000BY35H9
BLK UN Equity,BlackRock Inc,Financials,Capital Markets,BBG000C2PYL6
DTE UN Equity,DTE Energy Co,Utilities,Multi-Utilities,BBG000BB2CZ5
NDAQ UW Equity,Nasdaq Inc,Financials,Capital Markets,BBG000F5YBW4
PM UN Equity,Philip Morris International Inc,Consumer Staples,Tobacco,BBG000J2XPB0
CRM UN Equity,salesforce.com Inc,Information Technology,Software,BBG000BN2GH0
MET UN Equity,MetLife Inc,Financials,Insurance,BBG000BB6MF1
GCP UN Equity,GCP Applied Technologies Inc,Materials,Chemicals,BBG0082W8Q76
TPR UN Equity,Tapestry Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BBG000BY2CY6
FLR UN Equity,Fluor Corp,Industrials,Construction & Engineering,BBG000BB1WB8
EW UN Equity,Edwards Lifesciences Corp,Health Care,Health Care Equipment & Suppli,BBG000BRXR56
AMP UN Equity,Ameriprise Financial Inc,Financials,Capital Markets,BBG000G3QP92
SIC UR Equity,Select Interior Concepts Inc,Consumer Discretionary,Diversified Consumer Services,BBG00LPZYKS6
ZBH UN Equity,Zimmer Biomet Holdings Inc,Health Care,Health Care Equipment & Suppli,BBG000BKPMZ8
CBRE UN Equity,CBRE Group Inc,Real Estate,Real Estate Management & Devel,BBG000C043Q6
NVT UN Equity,nVent Electric PLC,Industrials,Electrical Equipment,BBG00GNT79D4
MA UN Equity,Mastercard Inc,Information Technology,IT Services,BBG000F20WW2
TRTX UN Equity,TPG RE Finance Trust Inc,Financials,Mortgage Real Estate Investmen,BBG00GKJ8CB3
GME UN Equity,GameStop Corp,Consumer Discretionary,Specialty Retail,BBG000BB5DK6
KMX UN Equity,CarMax Inc,Consumer Discretionary,Specialty Retail,BBG000BLN1T1
ICE UN Equity,Intercontinental Exchange Inc,Financials,Capital Markets,BBG000C1FCF4
FIS UN Equity,Fidelity National Information Services I,Information Technology,IT Services,BBG000BK2H93
CMG UN Equity,Chipotle Mexican Grill Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000QX7705
WYNN UW Equity,Wynn Resorts Ltd,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000LD9X14
AIZ UN Equity,Assurant Inc,Financials,Insurance,BBG000BZX2Z0
NRG UN Equity,NRG Energy Inc,Utilities,Independent Power and Renewabl,BBG000D8RHJ0
GNW UN Equity,Genworth Financial Inc,Financials,Insurance,BBG000J5Q990
TPC UN Equity,Tutor Perini Corp,Industrials,Construction & Engineering,BBG000BQXNS2
RF UN Equity,Regions Financial Corp,Financials,Banks,BBG000Q3JQJ6
TDC UN Equity,Teradata Corp,Information Technology,Software,BBG000R0L737
MOS UN Equity,Mosaic Co/The,Materials,Chemicals,BBG000BFXLX4
LIVX UR Equity,LiveXLive Media Inc,Communication Services,Entertainment,BBG00HNL34R9
EXPE UW Equity,Expedia Group Inc,Consumer Discretionary,Internet & Direct Marketing Re,BBG000QY43Z7
DISCA UW Equity,Discovery Inc,Communication Services,Media,BBG000CHZ4B9
CF UN Equity,CF Industries Holdings Inc,Materials,Chemicals,BBG000BWJJP7
LDOS UN Equity,Leidos Holdings Inc,Information Technology,IT Services,BBG000C23RG1
WYND UN Equity,Wyndham Destinations Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG000PV2N55
FSLR UW Equity,First Solar Inc,Information Technology,Semiconductors & Semiconductor,BBG000BFLCG6
EBF UN Equity,Ennis Inc,Industrials,Commercial Services & Supplies,BBG000BHK195
DFS UN Equity,Discover Financial Services,Financials,Consumer Finance,BBG000QBR6K1
TRIP UW Equity,TripAdvisor Inc,Communication Services,Interactive Media & Services,BBG0024CH3W4
KDP UN Equity,Keurig Dr Pepper Inc,Consumer Staples,Beverages,BBG000TJM948
V UN Equity,Visa Inc,Information Technology,IT Services,BBG000PSL0X0
FARM UW Equity,Farmer Brothers Co,Consumer Staples,Food Products,BBG000BJ8SR6
LC UN Equity,LendingClub Corp,Financials,Consumer Finance,BBG0074JGF52
XYL UN Equity,Xylem Inc/NY,Industrials,Machinery,BBG00256TDP9
MPC UN Equity,Marathon Petroleum Corp,Energy,"Oil, Gas & Consumable Fuels",BBG001QSXK51
WPX UN Equity,WPX Energy Inc,Energy,"Oil, Gas & Consumable Fuels",BBG001NY45P4
FFWM UQ Equity,First Foundation Inc,Financials,Banks,BBG006D40M95
ACBI UW Equity,Atlantic Capital Bancshares Inc,Financials,Banks,BBG009XQG8D7
NBEV UR Equity,New Age Beverages Corp,Consumer Staples,Beverages,BBG005YW6G62
IRET UN Equity,Investors Real Estate Trust,Real Estate,Equity Real Estate Investment,BBG000BVJ8B8
BLMN UW Equity,Bloomin' Brands Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG002VZ69K5
SNDX UW Equity,Syndax Pharmaceuticals Inc,Health Care,Biotechnology,BBG0068BPVQ9
OSG UN Equity,Overseas Shipholding Group Inc,Energy,"Oil, Gas & Consumable Fuels",BBG0071D5R45
LGF/B UN Equity,Lions Gate Entertainment Corp,Communication Services,Entertainment,BBG00FFJY8B1
VIRT UW Equity,Virtu Financial Inc,Financials,Capital Markets,BBG0064N2TV1
ETSY UW Equity,Etsy Inc,Consumer Discretionary,Internet & Direct Marketing Re,BBG0087LWYN3
PRTY UN Equity,Party City Holdco Inc,Consumer Discretionary,Specialty Retail,BBG005WX31R5
CUB UN Equity,Cubic Corp,Industrials,Aerospace & Defense,BBG000BGP2R0
CACI UN Equity,CACI International Inc,Information Technology,IT Services,BBG000KQYD03
LBC UW Equity,Luther Burbank Corp,Financials,Thrifts & Mortgage Finance,BBG00J6HBW92
DNLI UW Equity,Denali Therapeutics Inc,Health Care,Biotechnology,BBG00J7CBX90
ALEC UW Equity,Alector Inc,Health Care,Biotechnology,BBG00N0PL1V3
DXC UN Equity,DXC Technology Co,Information Technology,IT Services,BBG00FZQLY75
FBK UN Equity,FB Financial Corp,Financials,Banks,BBG00DM451H2
NTB UN Equity,Bank of NT Butterfield & Son Ltd/The,Financials,Banks,BBG00DK7NM63
KALA UW Equity,Kala Pharmaceuticals Inc,Health Care,Pharmaceuticals,BBG00H1CVYK3
CLXT UQ Equity,Calyxt Inc,Health Care,Biotechnology,BBG00H1CJS66
HALO UW Equity,Halozyme Therapeutics Inc,Health Care,Biotechnology,BBG000CZB639
AMK UN Equity,Assetmark Financial Holdings Inc,Financials,Capital Markets,BBG00NZV4T04
SND UW Equity,Smart Sand Inc,Energy,Energy Equipment & Services,BBG00DVQP8W9
PHR UN Equity,Phreesia Inc,Health Care,Health Care Technology,BBG00PH8WPD3
WWD UW Equity,Woodward Inc,Industrials,Machinery,BBG000BD5D31
Y UN Equity,Alleghany Corp,Financials,Insurance,BBG000BX6CH3
REX UN Equity,REX American Resources Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000D2ZLC2
VGR UN Equity,Vector Group Ltd,Consumer Staples,Tobacco,BBG000CXKN28
BRT UN Equity,BRT Apartments Corp,Real Estate,Equity Real Estate Investment,BBG000BDR9R0
CDE UN Equity,Coeur Mining Inc,Materials,Metals & Mining,BBG000BF8VT5
CAR UW Equity,Avis Budget Group Inc,Industrials,Road & Rail,BBG000FLRB48
PRLB UN Equity,Proto Labs Inc,Industrials,Machinery,BBG001Y33W81
EQC UN Equity,Equity Commonwealth,Real Estate,Equity Real Estate Investment,BBG000BLG2S8
HL UN Equity,Hecla Mining Co,Materials,Metals & Mining,BBG000BL5Y00
HXL UN Equity,Hexcel Corp,Industrials,Aerospace & Defense,BBG000BLMGR1
HONE UW Equity,HarborOne Bancorp Inc,Financials,Banks,BBG00P80QW33
NHI UN Equity,National Health Investors Inc,Real Estate,Equity Real Estate Investment,BBG000CGWVM2
PAR UN Equity,PAR Technology Corp,Information Technology,"Electronic Equipment, Instrume",BBG000BRPC76
LJPC UR Equity,La Jolla Pharmaceutical Co,Health Care,Biotechnology,BBG000CJLYJ6
INSE UR Equity,Inspired Entertainment Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure",BBG007PWP1B4
RES UN Equity,RPC Inc,Energy,Energy Equipment & Services,BBG000BS31M5
RPT UN Equity,RPT Realty,Real Estate,Equity Real Estate Investment,BBG000DVHZC7
STE UN Equity,STERIS PLC,Health Care,Health Care Equipment & Suppli,BBG00MS1B700
SFE UN Equity,Safeguard Scientifics Inc,Financials,Capital Markets,BBG000BSSP63
TCI UN Equity,Transcontinental Realty Investors Inc,Real Estate,Real Estate Management & Devel,BBG000BN3CC3
KN UN Equity,Knowles Corp,Information Technology,"Electronic Equipment, Instrume",BBG005CFR3T4
TWIN UW Equity,Twin Disc Inc,Industrials,Machinery,BBG000BV0GL9
WMK UN Equity,Weis Markets Inc,Consumer Staples,Food & Staples Retailing,BBG000BWW6X1
STXB UW Equity,Spirit of Texas Bancshares Inc,Financials,Banks,BBG00KK2B924
SI UN Equity,Silvergate Capital Corp,Financials,Banks,BBG00MMM95X1
BCML UW Equity,Baycom Corp,Financials,Banks,BBG00FWKRCB8
ABMD UW Equity,ABIOMED Inc,Health Care,Health Care Equipment & Suppli,BBG000C10C06
MEDP UW Equity,Medpace Holdings Inc,Health Care,Life Sciences Tools & Services,BBG00D6TMHS9
ALKS UW Equity,Alkermes PLC,Health Care,Biotechnology,BBG000C9GDZ2
VRNS UW Equity,Varonis Systems Inc,Information Technology,Software,BBG005GQSZ05
AMSC UW Equity,American Superconductor Corp,Industrials,Electrical Equipment,BBG000CP4TM8
COLL UW Equity,Collegium Pharmaceutical Inc,Health Care,Pharmaceuticals,BBG008G2NTG4
PVAC UW Equity,Penn Virginia Corp,Energy,"Oil, Gas & Consumable Fuels",BBG00F7W52J8
ATRI UW Equity,Atrion Corp,Health Care,Health Care Equipment & Suppli,BBG000DTWMY0
AMAG UW Equity,AMAG Pharmaceuticals Inc,Health Care,Biotechnology,BBG000CHGJP2
RM UN Equity,Regional Management Corp,Financials,Consumer Finance,BBG001PJFMC0
VCRA UN Equity,Vocera Communications Inc,Health Care,Health Care Technology,BBG001YF8NJ7
AXAS UR Equity,Abraxas Petroleum Corp,Energy,"Oil, Gas & Consumable Fuels",BBG000HYNZQ5
TWST UW Equity,Twist Bioscience Corp,Health Care,Biotechnology,BBG00M595HD9
BMTC UW Equity,Bryn Mawr Bank Corp,Financials,Banks,BBG000BDJ971
BOKF UW Equity,BOK Financial Corp,Financials,Banks,BBG000CG0FH8
BOOM UW Equity,DMC Global Inc,Energy,Energy Equipment & Services,BBG000BDM003
BPOP UW Equity,Popular Inc,Financials,Banks,BBG000BDNQ32
BRID UQ Equity,Bridgford Foods Corp,Consumer Staples,Food Products,BBG000BDQ3J3
ARDX UQ Equity,Ardelyx Inc,Health Care,Biotechnology,BBG006JJTZS5
PKD UN Equity,Parker Drilling Co,Energy,Energy Equipment & Services,BBG00NRHFBP4
BSTC UQ Equity,BioSpecifics Technologies Corp,Health Care,Biotechnology,BBG000CLV6B9
LCTX UA Equity,Lineage Cell Therapeutics Inc,Health Care,Biotechnology,BBG000G8RKG3
AJX UN Equity,Great Ajax Corp,Financials,Mortgage Real Estate Investmen,BBG008200L75
PTVCB UQ Equity,Protective Insurance Corp,Financials,Insurance,BBG000BDVPT7
